113.67948378,34.58657949,150.80,176.48,0.00
113.67948275,34.58657957,150.79,176.49,0.08
113.67948174,34.58657962,150.80,176.51,0.39
113.67948046,34.58657969,150.80,176.52,0.56
113.67947895,34.58657977,150.80,176.55,0.67
113.67947725,34.58657985,150.80,176.57,0.72
113.67947537,34.58657994,150.80,176.61,0.83
113.67947337,34.58658003,150.80,176.65,0.89
113.67947231,34.58658008,150.80,176.68,0.92
113.67947122,34.58658014,150.80,176.70,0.94
113.67947010,34.58658019,150.80,176.73,1.00
113.67946895,34.58658025,150.80,176.77,1.00
113.67946778,34.58658031,150.80,176.79,1.03
113.67946660,34.58658036,150.80,176.81,1.03
113.67946417,34.58658048,150.80,176.89,1.06
113.67946292,34.58658054,150.80,176.91,1.11
113.67946164,34.58658059,150.80,176.94,1.14
113.67946035,34.58658064,150.80,176.98,1.14
113.67945904,34.58658070,150.80,177.01,1.14
113.67945773,34.58658075,150.80,177.04,1.17
113.67945640,34.58658082,150.80,177.07,1.17
113.67945505,34.58658087,150.80,177.10,1.19
113.67945229,34.58658099,150.80,177.18,1.25
113.67945086,34.58658105,150.80,177.21,1.28
113.67944942,34.58658111,150.79,177.25,1.28
113.67944797,34.58658117,150.80,177.27,1.28
113.67944651,34.58658123,150.80,177.29,1.31
113.67944503,34.58658129,150.80,177.34,1.31
113.67944353,34.58658134,150.80,177.38,1.33
113.67944201,34.58658140,150.80,177.41,1.33
113.67944047,34.58658147,150.80,177.46,1.36
113.67943736,34.58658158,150.80,177.53,1.39
113.67943579,34.58658164,150.81,177.59,1.39
113.67943421,34.58658170,150.81,177.62,1.42
113.67943260,34.58658175,150.81,177.66,1.42
113.67943099,34.58658180,150.81,177.71,1.44
113.67942935,34.58658186,150.81,177.77,1.47
113.67942770,34.58658192,150.81,177.80,1.47
113.67942603,34.58658198,150.81,177.85,1.47
113.67942434,34.58658203,150.80,177.91,1.53
113.67942263,34.58658208,150.80,177.97,1.53
113.67942091,34.58658212,150.80,178.02,1.53
113.67941918,34.58658219,150.81,178.08,1.53
113.67941744,34.58658224,150.81,178.15,1.56
113.67941568,34.58658229,150.81,178.20,1.58
113.67941391,34.58658233,150.81,178.28,1.61
113.67941211,34.58658237,150.81,178.34,1.61
113.67941030,34.58658241,150.81,178.41,1.61
113.67940847,34.58658247,150.81,178.47,1.64
113.67940663,34.58658252,150.81,178.53,1.64
113.67940477,34.58658256,150.81,178.59,1.67
113.67940289,34.58658258,150.81,178.67,1.67
113.67940101,34.58658261,150.81,178.75,1.69
113.67939911,34.58658265,150.80,178.81,1.69
113.67939721,34.58658269,150.80,178.88,1.69
113.67939529,34.58658272,150.80,178.95,1.72
113.67939336,34.58658275,150.80,179.02,1.72
113.67939144,34.58658277,150.80,179.10,1.75
113.67938950,34.58658281,150.80,179.18,1.75
113.67938755,34.58658283,150.81,179.25,1.75
113.67938560,34.58658284,150.81,179.32,1.75
113.67938362,34.58658285,150.80,179.39,1.78
113.67938164,34.58658288,150.80,179.47,1.78
113.67937964,34.58658290,150.80,179.56,1.81
113.67937763,34.58658292,150.80,179.63,1.81
113.67937561,34.58658293,150.80,179.68,1.81
113.67937359,34.58658294,150.80,179.76,1.81
113.67937157,34.58658294,150.80,179.84,1.81
113.67936958,34.58658295,150.80,179.88,1.81
113.67936759,34.58658296,150.80,179.91,1.81
113.67936563,34.58658295,150.80,179.97,1.78
113.67936370,34.58658294,150.80,180.02,1.75
113.67936180,34.58658294,150.80,180.04,1.72
113.67935992,34.58658294,150.80,180.06,1.69
113.67935808,34.58658295,150.80,180.08,1.69
113.67935624,34.58658294,150.80,180.07,1.67
113.67935441,34.58658295,150.80,180.06,1.67
113.67935256,34.58658294,150.79,180.02,1.67
113.67935071,34.58658296,150.79,179.95,1.67
113.67934885,34.58658297,150.79,179.86,1.67
113.67934699,34.58658297,150.79,179.76,1.67
113.67934511,34.58658297,150.79,179.66,1.67
113.67934325,34.58658297,150.79,179.51,1.67
113.67934137,34.58658297,150.79,179.33,1.67
113.67933950,34.58658301,150.79,179.14,1.67
113.67933761,34.58658302,150.79,178.93,1.69
113.67933572,34.58658305,150.79,178.72,1.69
113.67933383,34.58658309,150.79,178.51,1.69
113.67933194,34.58658314,150.79,178.30,1.69
113.67933006,34.58658319,150.79,178.05,1.69
113.67932818,34.58658323,150.79,177.81,1.72
113.67932630,34.58658328,150.79,177.60,1.72
113.67932442,34.58658336,150.78,177.36,1.69
113.67932252,34.58658344,150.78,177.11,1.69
113.67932063,34.58658353,150.78,176.87,1.69
113.67931872,34.58658360,150.78,176.61,1.72
113.67931682,34.58658368,150.78,176.33,1.72
113.67931491,34.58658377,150.78,176.04,1.72
113.67931300,34.58658390,150.78,175.75,1.72
113.67931109,34.58658402,150.78,175.41,1.75
113.67930915,34.58658415,150.77,175.06,1.75
113.67930720,34.58658429,150.77,174.69,1.75
113.67930526,34.58658444,150.77,174.27,1.75
113.67930331,34.58658459,150.78,173.84,1.75
113.67930138,34.58658477,150.78,173.41,1.75
113.67929945,34.58658495,150.78,172.95,1.75
113.67929753,34.58658516,150.78,172.49,1.75
113.67929561,34.58658536,150.79,172.01,1.75
113.67929371,34.58658559,150.79,171.48,1.75
113.67929180,34.58658583,150.79,170.94,1.75
113.67928988,34.58658608,150.79,170.38,1.75
113.67928607,34.58658662,150.79,169.17,1.75
113.67928226,34.58658724,150.79,167.74,1.75
113.67927845,34.58658794,150.78,166.19,1.78
113.67927655,34.58658832,150.78,165.41,1.78
113.67927468,34.58658875,150.78,164.63,1.78
113.67927281,34.58658919,150.78,163.84,1.78
113.67927091,34.58658961,150.78,163.03,1.78
113.67926902,34.58659006,150.78,162.27,1.78
113.67926717,34.58659055,150.78,161.50,1.78
113.67926529,34.58659105,150.78,160.68,1.78
113.67926345,34.58659160,150.78,159.88,1.78
113.67926159,34.58659215,150.78,159.11,1.81
113.67925976,34.58659273,150.78,158.30,1.81
113.67925792,34.58659332,150.78,157.43,1.81
113.67925611,34.58659394,150.78,156.58,1.81
113.67925433,34.58659459,150.78,155.76,1.81
113.67925252,34.58659523,150.78,154.86,1.81
113.67925073,34.58659591,150.78,153.98,1.81
113.67924899,34.58659663,150.78,153.13,1.81
113.67924723,34.58659736,150.78,152.23,1.81
113.67924550,34.58659810,150.78,151.33,1.81
113.67924376,34.58659886,150.78,150.47,1.81
113.67924206,34.58659966,150.78,149.60,1.81
113.67924035,34.58660046,150.78,148.69,1.81
113.67923867,34.58660129,150.78,147.82,1.81
113.67923701,34.58660216,150.78,146.98,1.81
113.67923535,34.58660302,150.78,146.09,1.81
113.67923371,34.58660392,150.78,145.21,1.81
113.67923211,34.58660484,150.78,144.34,1.81
